,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
10,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0
11,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
12,6.0,4.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0
13,5.0,4.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,7.0,3.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,7.0,6.0,6.0,6.0,6.0
16,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
17,4.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,2.0,4.0,4.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,4.0,3.0,6.0,3.0,7.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0
20,6.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
21,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
22,6.0,5.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,6.0,4.0,7.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0
23,5.0,2.0,3.0,3.0,4.0,1.0,7.0,6.0,3.0,4.0,5.0,6.0,2.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,7.0,5.0,6.0,6.0,2.0,1.0,7.0,6.0,7.0,5.0,7.0,1.0,3.0,7.0,1.0,1.0,7.0,1.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,7.0,4.0,3.0,7.0,1.0,7.0,7.0,1.0,4.0,7.0,7.0,7.0,7.0,3.0,6.0,1.0,7.0,7.0
24,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
25,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0
26,4.0,3.0,6.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
27,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,6.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
28,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0
29,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,7.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,4.0,5.0,7.0,4.0,4.0,3.0,5.0,7.0
30,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,3.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,6.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,3.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0
33,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0
34,5.0,5.0,7.0,5.0,6.0,4.0,7.0,4.0,6.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,2.0,5.0,7.0,6.0,6.0,6.0,5.0
35,6.0,4.0,5.0,6.0,7.0,5.0,7.0,7.0,6.0,4.0,3.0,3.0,6.0,5.0,4.0,6.0,7.0,7.0,6.0,4.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,4.0,6.0,5.0,4.0,4.0,6.0,5.0,4.0,6.0,5.0,4.0,6.0,5.0,6.0,4.0,7.0,7.0,6.0,6.0,6.0,7.0
36,5.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
37,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,2.0,5.0,6.0,5.0,5.0,5.0,6.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
38,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
39,4.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,2.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
